Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands,Acct_Open_Dt,Defaulted
157188,19,0,1,F,Married,345.0465518,6/9/2019,12/9/2019
120132,28,11,1,M,Married,315.3474326,6/8/2019,12/8/2019
106186,21,2,1,F,Single,656.1548087,6/7/2019,12/7/2019
196429,43,22,1,F,Married,461.9718465,6/6/2019,12/6/2019
143546,45,26,1,F,Single,377.9836825,6/5/2019,12/5/2019
190872,18,0,1,M,Single,684.6526982,6/4/2019,12/4/2019
112220,19,2,1,F,Married,144.4525566,6/3/2019,12/3/2019
119068,35,16,1,F,Single,401.6252338,6/2/2019,12/2/2019
173295,63,46,1,F,Single,253.4663373,6/1/2019,12/1/2019
173811,39,20,1,M,Married,144.4791732,5/31/2019,11/30/2019
158441,16,0,1,F,Single,227.3926774,5/30/2019,11/30/2019
139945,23,4,1,M,Married,643.5273912,5/29/2019,11/29/2019
126513,17,0,1,M,Married,324.5930853,5/28/2019,11/28/2019
157712,17,0,1,M,Married,167.9065824,5/27/2019,11/27/2019
123461,20,2,1,F,Married,164.3226813,5/26/2019,11/26/2019
109839,56,35,1,F,Single,286.5238132,5/25/2019,11/25/2019
168710,26,5,1,F,Married,278.9689585,5/24/2019,11/24/2019
180764,17,0,1,M,Married,545.648712,5/23/2019,11/23/2019
193331,53,34,1,M,Single,257.7397425,5/22/2019,11/22/2019
187957,31,10,1,M,Married,268.77102,5/21/2019,11/21/2019
101592,19,1,1,F,Married,387.2362217,5/20/2019,11/20/2019
122418,26,8,1,F,Single,666.6766088,5/19/2019,11/19/2019
159787,29,12,1,F,Single,363.980308,5/18/2019,11/18/2019
171517,47,28,1,M,Married,124.3721637,5/17/2019,11/17/2019
134430,24,5,1,M,Single,727.2299234,5/16/2019,11/16/2019
173346,18,1,1,F,Married,256.8966878,5/15/2019,11/15/2019
103987,68,50,1,M,Married,96.75876211,5/14/2019,11/14/2019
124801,18,0,1,F,Married,228.6247326,5/13/2019,11/13/2019
122734,67,49,1,F,Married,117.5752762,5/12/2019,11/12/2019
132167,70,53,1,M,Single,264.2712706,5/11/2019,11/11/2019
127432,28,11,1,M,Single,836.2796454,5/10/2019,11/10/2019
104075,69,51,1,M,Single,308.9019548,5/9/2019,11/9/2019
172126,28,9,1,M,Married,183.7265292,5/8/2019,11/8/2019
179575,63,45,1,M,Married,138.3989724,5/7/2019,11/7/2019
153354,25,8,1,F,Single,671.5230097,5/6/2019,11/6/2019
191744,55,38,1,F,Single,191.0414252,5/5/2019,11/5/2019
149303,25,6,1,F,Married,445.6656637,5/4/2019,11/4/2019
186838,57,38,1,F,Married,587.121065,5/3/2019,11/3/2019
128867,16,0,1,M,Married,201.2702657,5/2/2019,11/2/2019
186334,22,4,1,F,Single,484.2131818,5/1/2019,11/1/2019
137799,50,31,1,M,Married,360.8718623,4/30/2019,10/30/2019
138395,24,5,1,M,Married,268.9314723,4/29/2019,10/29/2019
176582,45,26,1,F,Single,383.44538,4/28/2019,10/28/2019
171589,49,29,1,F,Single,418.456828,4/27/2019,10/27/2019
155642,62,45,1,M,Married,124.498519,4/26/2019,10/26/2019
165502,16,0,1,M,Single,673.1939661,4/25/2019,10/25/2019
145115,50,33,1,F,Married,292.8056952,4/24/2019,10/24/2019
190056,43,23,1,M,Married,363.9739969,4/23/2019,10/23/2019
124975,17,0,1,M,Single,703.1834416,4/22/2019,10/22/2019
122527,19,1,1,M,Married,510.3590398,4/21/2019,10/21/2019
118246,65,47,1,F,Single,41.57656736,4/20/2019,10/20/2019
172805,17,0,1,M,Married,260.2345014,4/19/2019,10/19/2019
136848,38,21,1,F,Single,385.7485614,4/18/2019,10/18/2019
127328,48,28,1,F,Married,334.7612678,4/17/2019,10/17/2019
175335,46,25,1,M,Single,274.8857402,4/16/2019,10/16/2019
191160,25,8,1,F,Married,216.4240688,4/15/2019,10/15/2019
192099,31,14,1,M,Single,405.4731829,4/14/2019,10/14/2019
113488,44,27,1,M,Single,684.9800141,4/13/2019,10/13/2019
173817,41,20,1,F,Single,150.5320913,4/12/2019,10/12/2019
132277,17,0,1,F,Single,673.3517116,4/11/2019,10/11/2019
111157,29,9,1,F,Married,218.9770126,4/10/2019,10/10/2019
171107,32,14,1,F,Single,281.440499,4/9/2019,10/9/2019
123153,61,40,1,F,Married,146.0636593,4/8/2019,10/8/2019
159367,28,8,1,F,Single,809.1460715,4/7/2019,10/7/2019
154713,17,0,1,M,Single,1023.788951,4/6/2019,10/6/2019
110871,55,34,1,F,Single,475.6477521,4/5/2019,10/5/2019
183774,20,3,1,M,Married,412.3728753,4/4/2019,10/4/2019
165214,70,53,1,M,Married,156.7486616,4/3/2019,10/3/2019
166545,46,27,1,F,Married,283.6638328,4/2/2019,10/2/2019
122212,37,19,1,F,Married,360.7519195,4/1/2019,10/1/2019
163233,65,48,1,M,Married,239.2136809,3/31/2019,9/30/2019
113034,17,0,1,F,Single,234.8382168,3/30/2019,9/30/2019
148057,35,16,1,M,Single,522.5136507,3/29/2019,9/29/2019
159268,42,23,1,F,Married,291.6776414,3/28/2019,9/28/2019
188144,25,6,1,F,Married,224.8163937,3/27/2019,9/27/2019
161064,32,12,1,F,Married,419.5637371,3/26/2019,9/26/2019
120281,26,5,1,F,Single,395.6273655,3/25/2019,9/25/2019
185498,24,7,1,M,Single,648.4970615,3/24/2019,9/24/2019
187994,18,0,1,M,Single,389.7294061,3/23/2019,9/23/2019
124482,51,32,1,M,Single,235.7394144,3/22/2019,9/22/2019
112786,47,30,1,M,Single,155.9301797,3/21/2019,9/21/2019
136578,21,4,1,F,Single,772.0719204,3/20/2019,9/20/2019
104486,20,3,1,M,Single,738.7166747,3/19/2019,9/19/2019
144713,66,48,1,F,Single,476.4294007,3/18/2019,9/18/2019
189009,65,47,1,F,Single,47.27603743,3/17/2019,9/17/2019
185162,30,12,1,F,Married,308.5713815,3/16/2019,9/16/2019
174649,24,7,1,F,Single,614.8820182,3/15/2019,9/15/2019
169584,35,18,1,M,Married,280.7923877,3/14/2019,9/14/2019
110968,17,0,1,F,Single,659.2477512,3/13/2019,9/13/2019
121408,41,22,1,F,Married,312.7213527,3/12/2019,9/12/2019
124458,41,24,1,F,Married,337.6700037,3/11/2019,9/11/2019
160770,39,22,1,F,Single,272.2594633,3/10/2019,9/10/2019
110330,16,0,1,M,Married,443.3265557,3/9/2019,9/9/2019
100128,41,20,1,F,Married,136.4526367,3/8/2019,9/8/2019
139445,28,9,1,M,Married,668.780303,3/7/2019,9/7/2019
157704,66,45,1,M,Married,36.63901131,3/6/2019,9/6/2019
177554,23,4,1,M,Married,694.5794472,3/5/2019,9/5/2019
127371,64,45,1,F,Married,318.332047,3/4/2019,9/4/2019
196535,66,47,1,M,Single,229.6906948,3/3/2019,9/3/2019
127572,25,7,1,M,Single,983.6492536,3/2/2019,9/2/2019
136937,29,11,1,M,Single,675.7091855,3/1/2019,9/1/2019
139753,64,47,1,F,Single,110.6599318,2/28/2019,8/28/2019
108007,22,5,1,F,Single,447.3969202,2/27/2019,8/27/2019
156815,69,51,1,M,Single,228.5962068,2/26/2019,8/26/2019
165686,24,5,1,F,Married,441.8763829,2/25/2019,8/25/2019
108319,18,1,1,F,Single,698.2797078,2/24/2019,8/24/2019
139548,69,48,1,M,Single,235.8586141,2/23/2019,8/23/2019
163531,19,2,1,F,Married,294.094824,2/22/2019,8/22/2019
175274,70,51,1,M,Married,345.2723201,2/21/2019,8/21/2019
106139,38,21,1,F,Single,837.4720719,2/20/2019,8/20/2019
102284,44,25,1,F,Single,340.3533667,2/19/2019,8/19/2019
139062,64,44,1,F,Single,292.0086982,2/18/2019,8/18/2019
138558,43,25,1,M,Married,398.6963317,2/17/2019,8/17/2019
113232,18,0,1,M,Single,810.3321729,2/16/2019,8/16/2019
138682,55,38,1,M,Married,356.072465,2/15/2019,9/15/2019
108361,35,17,1,F,Single,376.4717043,2/14/2019,9/14/2019
175469,70,52,1,M,Married,162.5111147,2/13/2019,9/13/2019
113056,22,5,1,F,Married,391.2488532,2/12/2019,9/12/2019
120187,26,7,1,F,Married,283.7506272,2/11/2019,9/11/2019
160257,27,7,1,M,Married,346.3474987,2/10/2019,9/10/2019
114349,32,15,1,F,Single,402.3212675,2/9/2019,9/9/2019
106020,25,7,1,M,Married,776.9765728,2/8/2019,9/8/2019
132596,55,35,1,M,Married,644.72313,2/7/2019,9/7/2019
181345,23,6,1,F,Single,385.8799478,2/6/2019,9/6/2019
189925,52,33,1,M,Married,321.4892996,2/5/2019,9/5/2019
179055,53,35,1,M,Single,435.959851,2/4/2019,9/4/2019
166104,32,11,1,F,Married,303.1333791,2/3/2019,9/3/2019
108638,53,32,1,F,Married,556.9123571,2/2/2019,9/2/2019
167470,17,0,1,F,Single,1037.373455,2/1/2019,9/1/2019
120968,20,1,1,F,Single,302.3470413,1/31/2019,8/31/2019
111755,69,52,1,M,Single,117.101737,1/30/2019,8/30/2019
140290,17,0,1,M,Single,963.5760233,1/29/2019,8/29/2019
161043,63,42,1,M,Single,95.64112278,1/28/2019,8/28/2019
167862,29,11,1,F,Married,418.6738227,1/27/2019,8/27/2019
140188,62,43,1,F,Single,342.2447597,1/26/2019,8/26/2019
130384,61,42,1,F,Married,102.3352065,1/25/2019,8/25/2019
151474,66,46,1,F,Single,41.48382202,1/24/2019,8/24/2019
124623,54,35,1,F,Married,307.3220363,1/23/2019,8/23/2019
141182,48,27,1,F,Single,686.6217767,1/22/2019,8/22/2019
105601,67,50,1,M,Single,167.0764612,1/21/2019,8/21/2019
157387,66,47,1,M,Married,550.5213257,1/20/2019,8/20/2019
179271,23,5,1,M,Single,586.5806227,1/19/2019,8/19/2019
112660,26,6,1,F,Married,338.521163,1/18/2019,8/18/2019
184700,38,20,1,M,Married,648.4727226,1/17/2019,8/17/2019
124754,69,50,1,M,Married,95.24364537,1/16/2019,8/16/2019
170986,20,2,1,M,Single,493.8180385,1/15/2019,8/15/2019
157919,21,2,1,M,Single,1020.797227,1/14/2019,8/14/2019
127745,18,1,1,M,Married,470.7737738,1/13/2019,8/13/2019
126976,34,15,1,F,Single,402.5129906,1/12/2019,8/12/2019
100647,51,33,1,M,Single,422.0508228,1/11/2019,8/11/2019
155724,23,6,1,F,Married,126.7299892,1/10/2019,8/10/2019
177507,18,0,1,M,Married,1204.444856,1/9/2019,8/9/2019
111633,60,39,1,M,Married,275.6651835,1/8/2019,8/8/2019
118001,46,26,1,F,Married,517.6533908,1/7/2019,8/7/2019
195879,64,47,1,F,Single,42.93175722,1/6/2019,8/6/2019
145321,21,2,1,M,Single,930.9972091,1/5/2019,8/5/2019
104756,22,3,1,M,Single,946.1029263,1/4/2019,8/4/2019
164893,44,25,1,F,Single,363.644134,1/3/2019,8/3/2019
159299,36,15,1,F,Single,420.0788009,1/2/2019,8/2/2019
199665,66,49,1,F,Single,78.76982783,1/1/2019,8/1/2019
126149,21,4,1,F,Single,420.898228,12/31/2018,7/31/2019
183797,64,46,1,M,Married,390.4062578,12/30/2018,7/30/2019
176667,44,26,1,M,Single,462.2550909,12/29/2018,7/29/2019
182567,47,30,1,M,Married,146.8817882,12/28/2018,7/28/2019
117930,18,0,1,M,Single,1032.461873,12/27/2018,7/27/2019
104251,40,22,1,F,Married,373.2009063,12/26/2018,7/26/2019
109501,22,4,1,M,Single,874.4650234,12/25/2018,7/25/2019
109203,24,7,1,M,Single,1491.634513,12/24/2018,7/24/2019
183180,70,52,1,F,Single,140.2225367,12/23/2018,7/23/2019
107023,61,41,1,M,Married,159.4451332,12/22/2018,7/22/2019
109970,20,3,1,M,Single,730.6043258,12/21/2018,7/21/2019
189461,22,4,1,F,Single,470.262049,12/20/2018,7/20/2019
137839,65,48,1,M,Single,234.2227558,12/19/2018,7/19/2019
114693,38,17,1,F,Single,544.5163493,12/18/2018,7/18/2019
185003,60,41,1,F,Married,285.7046838,12/17/2018,7/17/2019
154333,31,10,1,F,Married,268.5320136,12/16/2018,7/16/2019
102206,47,28,1,M,Married,359.3406363,12/15/2018,7/15/2019
185807,62,44,1,M,Married,31.83119043,12/14/2018,7/14/2019
105960,38,17,1,F,Single,425.1927224,12/13/2018,7/13/2019
111655,23,4,1,F,Single,221.8433043,12/12/2018,7/12/2019
175701,34,16,1,F,Single,229.5774269,12/11/2018,7/11/2019
119447,65,44,1,M,Single,183.8554703,12/10/2018,7/10/2019
122194,61,42,1,M,Single,495.8440724,12/9/2018,7/9/2019
182956,62,43,1,F,Married,58.49819066,12/8/2018,7/8/2019
192958,51,30,1,F,Single,421.1261475,12/7/2018,7/7/2019
153518,34,15,1,F,Married,367.9259859,12/6/2018,7/6/2019
113255,41,23,1,M,Married,404.4662799,12/5/2018,7/5/2019
177434,63,45,1,M,Married,101.5269237,12/4/2018,7/4/2019
154086,70,52,1,F,Single,320.8710566,12/3/2018,7/3/2019
144431,53,33,1,M,Married,203.9808667,12/2/2018,7/2/2019
152351,25,6,1,F,Married,481.9361346,12/1/2018,7/1/2019
191927,16,0,1,M,Married,333.0519897,11/30/2018,6/30/2019
102450,21,2,1,F,Single,293.2690619,11/29/2018,6/29/2019
112495,68,50,1,M,Single,218.6882265,11/28/2018,6/28/2019
139939,27,9,1,F,Single,430.2106048,11/27/2018,6/27/2019
174931,19,0,1,M,Single,959.6700925,11/26/2018,6/26/2019
134971,57,36,1,F,Single,861.7717368,11/25/2018,6/25/2019
124922,23,5,1,F,Single,523.3410437,11/24/2018,6/24/2019
200235,50,32,1,F,Married,302.1415562,11/23/2018,6/23/2019
172030,60,42,1,F,Single,240.6219433,11/22/2018,6/22/2019
115139,69,52,1,M,Single,152.3553777,11/21/2018,6/21/2019
178501,26,8,1,M,Single,436.3278273,11/20/2018,6/20/2019
144911,41,22,1,F,Married,381.0411775,11/19/2018,6/19/2019
151406,66,47,1,M,Single,73.7182254,11/18/2018,6/18/2019
170150,53,33,1,M,Married,159.1531007,11/17/2018,6/17/2019
159319,29,8,1,F,Single,603.1089156,11/16/2018,6/16/2019
172679,25,6,1,F,Married,496.9800239,11/15/2018,6/15/2019
126506,58,41,1,F,Single,392.0911466,11/14/2018,6/14/2019
138394,20,2,1,F,Single,243.9793541,11/13/2018,6/13/2019
143776,18,0,1,F,Married,273.2499754,11/12/2018,6/12/2019
136845,61,44,1,M,Single,316.5254941,11/11/2018,6/11/2019
170646,41,21,1,F,Married,185.6857913,11/10/2018,6/10/2019
109520,68,48,1,F,Single,105.8026452,11/9/2018,6/9/2019
147625,68,47,1,M,Single,237.0065584,11/8/2018,6/8/2019
110207,63,42,1,F,Single,34.08131785,11/7/2018,6/7/2019
122307,56,37,1,M,Married,346.4563025,11/6/2018,6/6/2019
139500,22,3,1,M,Single,1359.573132,11/5/2018,6/5/2019
165410,65,48,1,F,Married,147.7444072,11/4/2018,6/4/2019
184068,53,34,1,F,Married,477.1837723,11/3/2018,6/3/2019
151503,32,13,1,M,Married,307.2191317,11/2/2018,6/2/2019
150868,25,8,1,F,Single,602.1457063,11/1/2018,6/1/2019
130522,62,41,1,F,Single,463.944586,10/31/2018,5/31/2019
118753,58,41,1,F,Married,117.5921567,10/30/2018,5/30/2019
122762,62,45,1,F,Married,27.13439185,10/29/2018,5/29/2019
125364,20,1,1,M,Married,512.1821988,10/28/2018,5/28/2019
136921,70,52,1,F,Married,109.4343565,10/27/2018,5/27/2019
122543,20,3,1,M,Single,651.4197408,10/26/2018,5/26/2019
126224,58,39,1,M,Single,531.4576965,10/25/2018,5/25/2019
190604,68,48,1,F,Married,188.8429635,10/24/2018,5/24/2019
148198,23,6,1,M,Single,557.6682868,10/23/2018,5/23/2019
134164,22,4,1,M,Single,334.8882663,10/22/2018,5/22/2019
141639,66,45,1,F,Single,37.17363736,10/21/2018,5/21/2019
118470,27,10,1,F,Single,362.9964994,10/20/2018,5/20/2019
123081,49,30,1,F,Married,539.8117592,10/19/2018,5/19/2019
158991,16,0,1,M,Married,357.890352,10/18/2018,5/18/2019
129139,46,25,1,M,Single,331.0279696,10/17/2018,5/17/2019
133084,26,7,1,M,Married,335.2827816,10/16/2018,5/16/2019
192012,63,44,1,M,Single,262.1983443,10/15/2018,5/15/2019
190989,34,15,1,M,Single,735.1929055,10/14/2018,5/14/2019
153916,66,46,1,M,Married,405.6157569,10/13/2018,5/13/2019
118161,62,44,1,M,Single,351.5052862,10/12/2018,5/12/2019
121161,70,50,1,M,Single,296.9626966,10/11/2018,5/11/2019
179660,61,43,1,F,Single,125.3379165,10/10/2018,5/10/2019
134674,28,11,1,F,Married,374.7148925,10/9/2018,5/9/2019
136257,22,5,1,F,Single,534.4777431,10/8/2018,5/8/2019
149446,50,29,1,F,Single,357.7424259,10/7/2018,5/7/2019
191625,20,1,1,F,Single,235.5727989,10/6/2018,5/6/2019
122207,26,8,1,M,Single,481.3734693,10/5/2018,5/5/2019
176085,18,1,1,M,Single,1570.197729,10/4/2018,5/4/2019
177928,70,52,1,M,Married,190.0997216,10/3/2018,5/3/2019
165231,23,6,1,M,Single,801.8957989,10/2/2018,5/2/2019
158351,43,24,1,M,Single,475.7226569,10/1/2018,5/1/2019
166862,25,7,1,F,Single,865.1700498,9/30/2018,4/30/2019
185682,68,49,1,F,Married,33.34637246,9/29/2018,4/29/2019
161523,18,0,1,F,Married,258.6207438,9/28/2018,4/28/2019
188537,20,2,1,F,Single,475.6435642,9/27/2018,4/27/2019
189721,53,34,1,F,Married,289.3514634,9/26/2018,4/26/2019
154254,48,29,1,F,Married,342.4184844,9/25/2018,4/25/2019
176180,43,25,1,F,Married,439.646889,9/24/2018,4/24/2019
147951,67,48,1,M,Single,329.7247293,9/23/2018,4/23/2019
179759,19,0,1,M,Single,844.9966518,9/22/2018,4/22/2019
185134,59,42,1,F,Single,474.1468687,9/21/2018,4/21/2019
182616,49,32,1,M,Single,397.0559669,9/20/2018,4/20/2019
157449,23,4,1,M,Married,771.4163793,9/19/2018,4/19/2019
177835,55,35,1,M,Married,346.214594,9/18/2018,4/18/2019
161573,68,47,1,M,Single,44.93262419,9/17/2018,4/17/2019
171124,49,30,1,M,Married,307.6032853,9/16/2018,4/16/2019
125647,63,43,1,M,Married,118.1535711,9/15/2018,4/15/2019
180220,51,34,1,M,Married,417.171405,9/14/2018,4/14/2019
122017,62,43,1,F,Single,25.39965998,9/13/2018,4/13/2019
173823,20,3,1,F,Single,715.9079639,9/12/2018,4/12/2019
106553,54,35,1,M,Single,679.0530079,9/11/2018,4/11/2019
125222,65,46,1,F,Single,232.7596434,9/10/2018,4/10/2019
187245,30,11,1,M,Single,482.5174629,9/9/2018,4/9/2019
177032,56,36,1,M,Married,192.6799087,9/8/2018,4/8/2019
170878,20,1,1,F,Married,179.1249378,9/7/2018,4/7/2019
129163,67,50,1,F,Married,406.5367908,9/6/2018,4/6/2019
107555,20,1,1,M,Married,395.1330661,9/5/2018,4/5/2019
152324,68,50,1,M,Single,398.8494738,9/4/2018,4/4/2019
111541,21,3,1,M,Married,170.8080013,9/3/2018,4/3/2019
168352,25,7,1,M,Single,1265.254483,9/2/2018,4/2/2019
134503,19,1,1,F,Single,553.7473001,9/1/2018,4/1/2019
123127,62,43,1,F,Married,87.76790241,8/31/2018,3/31/2019
181186,17,0,1,F,Married,299.9273424,8/30/2018,3/30/2019
144808,54,37,1,M,Single,401.34274,8/29/2018,3/29/2019
136504,60,39,1,M,Married,65.4394601,8/28/2018,3/28/2019
195434,67,48,1,F,Single,16.53853704,8/27/2018,3/27/2019
131041,33,15,1,M,Single,707.7098739,8/26/2018,3/26/2019
184282,67,46,1,F,Single,340.8910535,8/25/2018,3/25/2019
189508,68,48,1,M,Married,276.9982494,8/24/2018,3/24/2019
127917,18,1,1,M,Single,526.7659998,8/23/2018,3/23/2019
157423,38,21,1,F,Married,205.6650527,8/22/2018,3/22/2019
117922,21,2,1,M,Married,891.5187959,8/21/2018,6/21/2019
125623,67,49,1,M,Single,414.2560905,8/20/2018,6/20/2019
166876,21,2,1,M,Married,207.011744,8/19/2018,6/19/2019
188422,46,27,1,F,Married,340.607225,8/18/2018,6/18/2019
169334,25,8,1,F,Married,415.5747896,8/17/2018,6/17/2019
155258,68,48,1,F,Married,71.4770177,8/16/2018,6/16/2019
163409,25,6,1,F,Married,279.9889923,8/15/2018,6/15/2019
163934,44,27,1,F,Single,372.644576,8/14/2018,6/14/2019
162638,41,24,1,F,Single,398.2594462,8/13/2018,6/13/2019
167408,24,7,1,F,Married,458.1587158,8/12/2018,6/12/2019
169456,44,27,1,F,Married,299.2104772,8/11/2018,6/11/2019
191401,54,36,1,F,Married,299.5314296,8/10/2018,6/10/2019
190961,45,27,1,M,Single,472.4328688,8/9/2018,6/9/2019
104552,49,28,1,F,Married,527.5459518,8/8/2018,6/8/2019
187229,64,43,1,F,Single,299.9230428,8/7/2018,6/7/2019
188570,41,24,1,F,Married,292.0494433,8/6/2018,6/6/2019
156221,48,29,1,F,Single,437.82145,8/5/2018,6/5/2019
142932,60,40,1,F,Married,554.8941047,8/4/2018,6/4/2019
176584,44,23,1,F,Married,525.0527842,8/3/2018,6/3/2019
183996,53,34,1,F,Married,503.0542024,8/2/2018,6/2/2019
177439,54,35,1,M,Married,230.9037288,8/1/2018,6/1/2019
118609,38,21,1,F,Single,404.2819242,7/31/2018,5/31/2019
108222,45,25,1,F,Married,295.0005078,7/30/2018,5/30/2019
106047,62,42,1,M,Married,555.6005312,7/29/2018,5/29/2019
131121,70,53,1,F,Single,153.1615919,7/28/2018,5/28/2019
101768,18,1,1,M,Single,463.3050457,7/27/2018,5/27/2019
144597,47,26,1,F,Married,360.0556483,7/26/2018,5/26/2019
155038,49,31,1,F,Married,127.9555841,7/25/2018,5/25/2019
134528,70,51,1,F,Married,32.84523715,7/24/2018,5/24/2019
155174,23,6,1,F,Single,648.6773297,7/23/2018,5/23/2019
128850,62,41,1,M,Married,56.4476765,7/22/2018,5/22/2019
171597,66,45,1,M,Married,49.35555095,7/21/2018,5/21/2019
141659,35,15,1,F,Single,354.4909509,7/20/2018,5/20/2019
108864,26,9,1,M,Single,384.8792499,7/19/2018,5/19/2019
102921,22,4,1,F,Single,268.6718533,7/18/2018,5/18/2019
103807,65,45,1,M,Married,218.8769746,7/17/2018,5/17/2019
160977,59,41,1,M,Single,419.1877776,7/16/2018,5/16/2019
135934,61,43,1,M,Single,89.22649655,7/15/2018,5/15/2019
120212,69,49,1,F,Married,230.589839,7/14/2018,5/14/2019
147154,58,41,1,M,Single,458.3461769,7/13/2018,5/13/2019
148155,66,49,1,F,Married,499.0903996,7/12/2018,5/12/2019
107649,25,8,1,M,Single,712.2418496,7/11/2018,5/11/2019
190257,51,31,1,F,Married,314.6486414,7/10/2018,5/10/2019
126775,25,8,1,F,Single,495.0498383,7/9/2018,5/9/2019
103126,55,38,1,F,Single,437.5486569,7/8/2018,5/8/2019
192373,41,21,1,M,Married,350.5732049,7/7/2018,5/7/2019
145469,23,6,1,M,Married,379.0887054,7/6/2018,5/6/2019
162919,51,33,1,M,Single,468.1149602,7/5/2018,5/5/2019
181851,67,48,1,F,Single,136.6655437,7/4/2018,5/4/2019
162069,38,18,1,M,Married,690.219118,7/3/2018,5/3/2019
118355,44,26,1,F,Married,234.4652252,7/2/2018,5/2/2019
190643,64,46,1,F,Married,228.1717927,7/1/2018,5/1/2019
154356,52,33,1,M,Married,561.5039553,6/30/2018,4/30/2019
142416,67,50,1,F,Single,130.5786189,6/29/2018,4/29/2019
177475,16,0,1,F,Single,516.8054766,6/28/2018,4/28/2019
108669,17,0,1,F,Married,806.8782918,6/27/2018,4/27/2019
192867,62,43,1,M,Married,284.6270671,6/26/2018,4/26/2019
199634,62,45,1,M,Single,266.4859016,6/25/2018,4/25/2019
171178,53,35,1,F,Married,471.5150074,6/24/2018,4/24/2019
188454,31,14,1,F,Single,343.1756364,6/23/2018,4/23/2019
170617,37,20,1,M,Married,470.1173279,6/22/2018,4/22/2019
190380,23,4,1,F,Married,291.9627918,6/21/2018,4/21/2019
109637,51,33,1,M,Single,437.1309872,6/20/2018,4/20/2019
154536,37,19,1,F,Single,416.9465298,6/19/2018,4/19/2019
106999,65,45,1,F,Married,153.1137653,6/18/2018,4/18/2019
199525,23,6,1,F,Married,138.2124308,6/17/2018,6/17/2020
165243,61,40,1,F,Married,92.94404984,6/16/2018,6/16/2020
195412,53,34,1,F,Married,175.2074655,6/15/2018,6/15/2020
188569,26,5,1,M,Married,738.1112479,6/14/2018,6/14/2020
150790,70,50,1,M,Married,153.752197,6/13/2018,6/13/2020
106064,38,19,1,F,Married,310.9397719,6/12/2018,6/12/2020
139097,19,2,1,F,Single,279.4165022,6/11/2018,6/11/2020
115865,46,29,1,F,Married,328.9045117,6/10/2018,6/10/2020
132569,70,52,1,F,Single,385.0208974,6/9/2018,6/9/2020
121376,70,52,1,M,Married,157.3571743,6/8/2018,6/8/2020
194779,52,33,1,M,Single,815.6127623,6/7/2018,6/7/2020
173775,37,16,1,M,Married,665.0776527,6/6/2018,6/6/2020
110036,70,50,1,F,Single,392.2734468,6/5/2018,6/5/2020
114263,55,35,1,M,Single,389.3103123,6/4/2018,6/4/2020
163522,49,32,1,F,Married,319.7251844,6/3/2018,6/3/2020
171670,58,40,1,F,Single,430.3296192,6/2/2018,6/2/2020
132302,54,36,1,F,Single,487.8492932,6/1/2018,6/1/2020
124158,23,5,1,F,Married,236.5676919,5/31/2018,5/31/2020
187351,22,4,1,M,Married,197.9124841,5/30/2018,5/30/2020
180841,19,0,1,F,Married,276.5807741,5/29/2018,5/29/2020
195900,68,48,1,M,Married,39.12363354,5/28/2018,5/28/2020
134977,18,0,1,M,Married,279.8615512,5/27/2018,5/27/2020
128818,50,29,1,F,Single,465.7864789,5/26/2018,5/26/2020
193479,65,46,1,M,Married,434.7234839,5/25/2018,5/25/2020
